Time: 1768248974.3003762, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768290658.8592558, Power: 10.0, Energy: 2.7827759583791096e-06, DeltaCO2: 1.321818580230077e-06, TotalCO2: 0.0035198557236026553
Time: 1768290659.865111, Power: 10.0, Energy: 2.79404256078932e-06, DeltaCO2: 1.327170216374927e-06, TotalCO2: 0.0035211828938190304
Time: 1768290660.868746, Power: 10.0, Energy: 2.787874804602729e-06, DeltaCO2: 1.3242405321862962e-06, TotalCO2: 0.0035225071343512166
Time: 1768290661.870834, Power: 10.0, Energy: 2.7835779719882542e-06, DeltaCO2: 1.3221995366944207e-06, TotalCO2: 0.003523829333887911
Time: 1768290662.8721735, Power: 10.0, Energy: 2.7814984321594237e-06, DeltaCO2: 1.321211755275726e-06, TotalCO2: 0.0035251505456431863
Time: 1768290663.8758268, Power: 10.0, Energy: 2.7879257996877036e-06, DeltaCO2: 1.3242647548516592e-06, TotalCO2: 0.003526474810398038
Time: 1768290664.8781302, Power: 10.0, Energy: 2.7841760052575006e-06, DeltaCO2: 1.3224836024973128e-06, TotalCO2: 0.0035277972940005353
Time: 1768290665.8803654, Power: 10.0, Energy: 2.7839865949418814e-06, DeltaCO2: 1.3223936325973935e-06, TotalCO2: 0.0035291196876331326
Time: 1768290666.8821807, Power: 10.0, Energy: 2.782820330725776e-06, DeltaCO2: 1.3218396570947436e-06, TotalCO2: 0.003530441527290227
Time: 1768290667.8838615, Power: 10.0, Energy: 2.782446808285183e-06, DeltaCO2: 1.3216622339354618e-06, TotalCO2: 0.0035317631895241627
Time: 1768290668.885345, Power: 10.0, Energy: 2.7818984455532495e-06, DeltaCO2: 1.3214017616377935e-06, TotalCO2: 0.0035330845912858004
Time: 1768290669.8885458, Power: 10.0, Energy: 2.7866688039567736e-06, DeltaCO2: 1.3236676818794674e-06, TotalCO2: 0.00353440825896768
Time: 1768290670.890326, Power: 10.0, Energy: 2.782722976472643e-06, DeltaCO2: 1.3217934138245054e-06, TotalCO2: 0.0035357300523815045
Time: 1768290671.8932774, Power: 10.0, Energy: 2.7859760655297174e-06, DeltaCO2: 1.3233386311266157e-06, TotalCO2: 0.003537053391012631
Time: 1768290672.895045, Power: 10.0, Energy: 2.782687875959608e-06, DeltaCO2: 1.3217767410808137e-06, TotalCO2: 0.003538375167753712
Time: 1768290673.8975961, Power: 10.0, Energy: 2.7848641077677406e-06, DeltaCO2: 1.3228104511896767e-06, TotalCO2: 0.0035396979782049017
Time: 1768290674.899357, Power: 10.0, Energy: 2.782669332292345e-06, DeltaCO2: 1.3217679328388639e-06, TotalCO2: 0.0035410197461377404
Time: 1768290675.9018588, Power: 10.0, Energy: 2.7847270170847578e-06, DeltaCO2: 1.3227453331152599e-06, TotalCO2: 0.0035423424914708557
Time: 1768290676.9039304, Power: 10.0, Energy: 2.783532275093926e-06, DeltaCO2: 1.322177830669615e-06, TotalCO2: 0.0035436646693015254
Time: 1768290677.9056208, Power: 10.0, Energy: 2.7824732992384168e-06, DeltaCO2: 1.3216748171382479e-06, TotalCO2: 0.0035449863441186637
Time: 1768290678.90845, Power: 10.0, Energy: 2.7856363190544975e-06, DeltaCO2: 1.3231772515508861e-06, TotalCO2: 0.0035463095213702145
Time: 1768290679.9109068, Power: 10.0, Energy: 2.78460250960456e-06, DeltaCO2: 1.322686192062166e-06, TotalCO2: 0.0035476322075622766
Time: 1768290680.913424, Power: 10.0, Energy: 2.7847700648837622e-06, DeltaCO2: 1.322765780819787e-06, TotalCO2: 0.0035489549733430962
Time: 1768290681.9162688, Power: 10.0, Energy: 2.785680029127333e-06, DeltaCO2: 1.323198013835483e-06, TotalCO2: 0.0035502781713569317
Time: 1768290682.9176257, Power: 45.0, Energy: 1.2516960501670838e-05, DeltaCO2: 5.945556238293648e-06, TotalCO2: 0.0035562237275952252
Time: 1768290683.936241, Power: 31.0, Energy: 8.771409061219957e-06, DeltaCO2: 4.166419304079479e-06, TotalCO2: 0.003560390146899305
Time: 1768290684.9380467, Power: 10.0, Energy: 2.7827938397725424e-06, DeltaCO2: 1.3218270738919575e-06, TotalCO2: 0.0035617119739731968
Time: 1768290685.941422, Power: 10.0, Energy: 2.7871535884009464e-06, DeltaCO2: 1.3238979544904496e-06, TotalCO2: 0.003563035871927687
Time: 1768290686.9433453, Power: 10.0, Energy: 2.7831203407711453e-06, DeltaCO2: 1.321982161866294e-06, TotalCO2: 0.0035643578540895536
Time: 1768290687.9452593, Power: 10.0, Energy: 2.7830945120917426e-06, DeltaCO2: 1.3219698932435776e-06, TotalCO2: 0.0035656798239827973
Time: 1768290688.9480915, Power: 10.0, Energy: 2.7856449286142988e-06, DeltaCO2: 1.3231813410917918e-06, TotalCO2: 0.0035670030053238893
Time: 1768290689.9505148, Power: 10.0, Energy: 2.784509128994412e-06, DeltaCO2: 1.3226418362723456e-06, TotalCO2: 0.0035683256471601616
Time: 1768290690.952857, Power: 10.0, Energy: 2.784283955891927e-06, DeltaCO2: 1.3225348790486653e-06, TotalCO2: 0.0035696481820392104
Time: 1768290691.9575987, Power: 10.0, Energy: 2.7909490797254775e-06, DeltaCO2: 1.3257008128696018e-06, TotalCO2: 0.00357097388285208
Time: 1768290692.9663951, Power: 10.0, Energy: 2.8022123707665337e-06, DeltaCO2: 1.3310508761141035e-06, TotalCO2: 0.003572304933728194
Time: 1768290693.9680643, Power: 10.0, Energy: 2.7824143568674725e-06, DeltaCO2: 1.3216468195120493e-06, TotalCO2: 0.0035736265805477057
Time: 1768290694.969855, Power: 10.0, Energy: 2.7827521165211995e-06, DeltaCO2: 1.3218072553475697e-06, TotalCO2: 0.0035749483878030532
Time: 1768290695.9714692, Power: 10.0, Energy: 2.7822613716125486e-06, DeltaCO2: 1.3215741515159605e-06, TotalCO2: 0.0035762699619545694
Time: 1768290696.9732003, Power: 10.0, Energy: 2.78258654806349e-06, DeltaCO2: 1.3217286103301576e-06, TotalCO2: 0.0035775916905648997
Time: 1768290697.9754157, Power: 10.0, Energy: 2.7839316262139214e-06, DeltaCO2: 1.3223675224516127e-06, TotalCO2: 0.003578914058087351
Time: 1768290698.977024, Power: 10.0, Energy: 2.782245477040609e-06, DeltaCO2: 1.3215666015942892e-06, TotalCO2: 0.0035802356246889453
Time: 1768290699.9783983, Power: 10.0, Energy: 2.781595124138726e-06, DeltaCO2: 1.3212576839658948e-06, TotalCO2: 0.0035815568823729113
Time: 1768290700.9799938, Power: 10.0, Energy: 2.7822097142537436e-06, DeltaCO2: 1.321549614270528e-06, TotalCO2: 0.003582878431987182
Time: 1768290701.9815438, Power: 10.0, Energy: 2.7820832199520534e-06, DeltaCO2: 1.3214895294772253e-06, TotalCO2: 0.003584199921516659
Time: 1768290702.9830894, Power: 33.34, Energy: 9.275425710943009e-06, DeltaCO2: 4.405827212697929e-06, TotalCO2: 0.003588605748729357
Time: 1768290703.9848447, Power: 10.0, Energy: 2.782653437720405e-06, DeltaCO2: 1.3217603829171923e-06, TotalCO2: 0.003589927509112274
Time: 1768290704.9909623, Power: 10.0, Energy: 2.7947710620032418e-06, DeltaCO2: 1.3275162544515398e-06, TotalCO2: 0.003591255025366726
Time: 1768290705.994515, Power: 10.0, Energy: 2.78764632013109e-06, DeltaCO2: 1.3241320020622677e-06, TotalCO2: 0.003592579157368788
Time: 1768290706.997687, Power: 10.0, Energy: 2.7865893310970734e-06, DeltaCO2: 1.32362993227111e-06, TotalCO2: 0.003593902787301059
Time: 1768290707.9998853, Power: 10.0, Energy: 2.7838839424981012e-06, DeltaCO2: 1.322344872686598e-06, TotalCO2: 0.0035952251321737455
Time: 1768290709.0023117, Power: 10.0, Energy: 2.784517738554213e-06, DeltaCO2: 1.3226459258132513e-06, TotalCO2: 0.0035965477780995586
Time: 1768290710.0047343, Power: 10.0, Energy: 2.7845071421729193e-06, DeltaCO2: 1.3226408925321365e-06, TotalCO2: 0.0035978704189920906
Time: 1768290711.0088773, Power: 10.0, Energy: 2.7892861101362443e-06, DeltaCO2: 1.324910902314716e-06, TotalCO2: 0.003599195329894405
Time: 1768290712.0104833, Power: 10.0, Energy: 2.7822388543023005e-06, DeltaCO2: 1.3215634557935927e-06, TotalCO2: 0.0036005168933501987
Time: 1768290713.014582, Power: 10.0, Energy: 2.7891629272037082e-06, DeltaCO2: 1.3248523904217613e-06, TotalCO2: 0.0036018417457406205
Time: 1768290714.0180323, Power: 10.0, Energy: 2.7873622046576604e-06, DeltaCO2: 1.3239970472123886e-06, TotalCO2: 0.0036031657427878327
Time: 1768290715.0222404, Power: 10.0, Energy: 2.789466910892063e-06, DeltaCO2: 1.32499678267373e-06, TotalCO2: 0.0036044907395705065
Time: 1768290716.0243015, Power: 10.0, Energy: 2.7835031350453698e-06, DeltaCO2: 1.3221639891465506e-06, TotalCO2: 0.0036058129035596532
Time: 1768290717.0266285, Power: 10.0, Energy: 2.7842415703667536e-06, DeltaCO2: 1.3225147459242079e-06, TotalCO2: 0.0036071354183055773
Time: 1768290718.0292056, Power: 10.0, Energy: 2.7849362956153024e-06, DeltaCO2: 1.3228447404172685e-06, TotalCO2: 0.0036084582630459944
Time: 1768290719.0307803, Power: 10.0, Energy: 2.7821520964304606e-06, DeltaCO2: 1.3215222458044688e-06, TotalCO2: 0.003609779785291799
Time: 1768290720.0325842, Power: 10.0, Energy: 2.7827885415818956e-06, DeltaCO2: 1.3218245572514005e-06, TotalCO2: 0.0036111016098490504
Time: 1768290721.0351856, Power: 10.0, Energy: 2.7850038475460475e-06, DeltaCO2: 1.3228768275843725e-06, TotalCO2: 0.0036124244866766347
Time: 1768290722.0365732, Power: 10.0, Energy: 2.781632211473253e-06, DeltaCO2: 1.321275300449795e-06, TotalCO2: 0.0036137457619770845
Time: 1768290723.038183, Power: 10.0, Energy: 2.782249450683594e-06, DeltaCO2: 1.3215684890747072e-06, TotalCO2: 0.0036150673304661592
Time: 1768290724.0410233, Power: 10.0, Energy: 2.785667445924547e-06, DeltaCO2: 1.3231920368141596e-06, TotalCO2: 0.0036163905225029733
Time: 1768290725.0425096, Power: 10.0, Energy: 2.78190639283922e-06, DeltaCO2: 1.3214055365986294e-06, TotalCO2: 0.003617711928039572
Time: 1768290726.043766, Power: 10.0, Energy: 2.7812679608662926e-06, DeltaCO2: 1.3211022814114889e-06, TotalCO2: 0.0036190330303209834
Time: 1768290727.046668, Power: 10.0, Energy: 2.7858389748467337e-06, DeltaCO2: 1.3232735130521985e-06, TotalCO2: 0.0036203563038340355
Time: 1768290728.0496538, Power: 10.0, Energy: 2.7860714329613583e-06, DeltaCO2: 1.3233839306566452e-06, TotalCO2: 0.003621679687764692
Time: 1768290729.0531464, Power: 10.0, Energy: 2.7874794271257188e-06, DeltaCO2: 1.3240527278847163e-06, TotalCO2: 0.0036230037404925766
Time: 1768290730.0637558, Power: 10.0, Energy: 2.8072483009762235e-06, DeltaCO2: 1.3334429429637062e-06, TotalCO2: 0.0036243371834355402
Time: 1768290731.067162, Power: 10.0, Energy: 2.7872396839989557e-06, DeltaCO2: 1.3239388498995038e-06, TotalCO2: 0.0036256611222854397
Time: 1768290732.0688598, Power: 10.0, Energy: 2.7824938297271727e-06, DeltaCO2: 1.321684569120407e-06, TotalCO2: 0.00362698280685456
Time: 1768290733.07099, Power: 10.0, Energy: 2.7836951944563126e-06, DeltaCO2: 1.3222552173667484e-06, TotalCO2: 0.0036283050620719267
Time: 1768290734.0756521, Power: 10.0, Energy: 2.7907278802659774e-06, DeltaCO2: 1.3255957431263392e-06, TotalCO2: 0.003629630657815053
Time: 1768290735.078311, Power: 10.0, Energy: 2.7851634555392793e-06, DeltaCO2: 1.3229526413811575e-06, TotalCO2: 0.0036309536104564342
Time: 1768290736.0833652, Power: 10.0, Energy: 2.7918173207177052e-06, DeltaCO2: 1.32611322734091e-06, TotalCO2: 0.003632279723683775
Time: 1768290737.084622, Power: 10.0, Energy: 2.781268623140123e-06, DeltaCO2: 1.3211025959915585e-06, TotalCO2: 0.0036336008262797667
Time: 1768290738.0896578, Power: 10.0, Energy: 2.791766325632731e-06, DeltaCO2: 1.3260890046755471e-06, TotalCO2: 0.003634926915284442
Time: 1768290739.0916429, Power: 45.0, Energy: 1.2524813413619994e-05, DeltaCO2: 5.949286371469497e-06, TotalCO2: 0.0036408762016559115
Time: 1768290740.0948036, Power: 10.0, Energy: 2.7865575419531926e-06, DeltaCO2: 1.3236148324277664e-06, TotalCO2: 0.0036421998164883392
Time: 1768290741.097355, Power: 10.0, Energy: 2.784864770041572e-06, DeltaCO2: 1.3228107657697467e-06, TotalCO2: 0.003643522627254109
Time: 1768290742.0995836, Power: 10.0, Energy: 2.783968713548448e-06, DeltaCO2: 1.3223851389355129e-06, TotalCO2: 0.0036448450123930448
Time: 1768290743.1016705, Power: 10.0, Energy: 2.7835746606191e-06, DeltaCO2: 1.3221979637940726e-06, TotalCO2: 0.003646167210356839
Time: 1768290744.103648, Power: 10.0, Energy: 2.7832706769307457e-06, DeltaCO2: 1.322053571542104e-06, TotalCO2: 0.0036474892639283807
Time: 1768290745.1054726, Power: 10.0, Energy: 2.7828461594051783e-06, DeltaCO2: 1.3218519257174596e-06, TotalCO2: 0.003648811115854098
Time: 1768290746.1078033, Power: 27.5, Energy: 7.656693458557129e-06, DeltaCO2: 3.636929392814636e-06, TotalCO2: 0.0036524480452469125
Time: 1768290747.1097167, Power: 10.0, Energy: 2.7830925252702505e-06, DeltaCO2: 1.321968949503369e-06, TotalCO2: 0.003653770014196416
Time: 1768290748.111129, Power: 10.0, Energy: 2.7817010879516604e-06, DeltaCO2: 1.3213080167770386e-06, TotalCO2: 0.003655091322213193
Time: 1768290749.1139996, Power: 10.0, Energy: 2.7857515547010632e-06, DeltaCO2: 1.323231988483005e-06, TotalCO2: 0.0036564145542016756
Time: 1768290750.1156416, Power: 10.0, Energy: 2.7823388576507566e-06, DeltaCO2: 1.3216109573841093e-06, TotalCO2: 0.0036577361651590596
Time: 1768290751.1178281, Power: 10.0, Energy: 2.78385149108039e-06, DeltaCO2: 1.3223294582631852e-06, TotalCO2: 0.0036590584946173225
Time: 1768290752.1226656, Power: 10.0, Energy: 2.7912153138054746e-06, DeltaCO2: 1.3258272740576003e-06, TotalCO2: 0.0036603843218913803
Time: 1768290753.1239703, Power: 10.0, Energy: 2.7814017401801217e-06, DeltaCO2: 1.3211658265855578e-06, TotalCO2: 0.0036617054877179657
Time: 1768290754.1266448, Power: 10.0, Energy: 2.7852071656121152e-06, DeltaCO2: 1.3229734036657546e-06, TotalCO2: 0.0036630284611216314
Time: 1768290755.1294754, Power: 10.0, Energy: 2.7856402926974826e-06, DeltaCO2: 1.3231791390313041e-06, TotalCO2: 0.003664351640260663
Time: 1768290756.1305552, Power: 10.0, Energy: 2.7807772159576416e-06, DeltaCO2: 1.3208691775798796e-06, TotalCO2: 0.0036656725094382425
Time: 1768290757.1334505, Power: 10.0, Energy: 2.7858204311794704e-06, DeltaCO2: 1.3232647048102484e-06, TotalCO2: 0.0036669957741430528
Time: 1768290758.135676, Power: 10.0, Energy: 2.783959441714817e-06, DeltaCO2: 1.322380734814538e-06, TotalCO2: 0.0036683181548778673
Time: 1768290759.1374009, Power: 10.0, Energy: 2.7825693289438886e-06, DeltaCO2: 1.321720431248347e-06, TotalCO2: 0.0036696398753091157
Time: 1768290760.1398103, Power: 10.0, Energy: 2.784470717112223e-06, DeltaCO2: 1.322623590628306e-06, TotalCO2: 0.003670962498899744
Time: 1768290761.1417916, Power: 10.0, Energy: 2.783281273312039e-06, DeltaCO2: 1.3220586048232186e-06, TotalCO2: 0.003672284557504567
Time: 1768290762.143301, Power: 10.0, Energy: 2.7819706334008112e-06, DeltaCO2: 1.3214360508653853e-06, TotalCO2: 0.0036736059935554323
Time: 1768290763.1453884, Power: 10.0, Energy: 2.7835759851667617e-06, DeltaCO2: 1.3221985929542118e-06, TotalCO2: 0.0036749281921483867
Time: 1768290764.147246, Power: 10.0, Energy: 2.782937553193834e-06, DeltaCO2: 1.321895337767071e-06, TotalCO2: 0.0036762500874861536
Time: 1768290765.149264, Power: 10.0, Energy: 2.7833839257558184e-06, DeltaCO2: 1.3221073647340136e-06, TotalCO2: 0.0036775721948508876
Time: 1768290766.1506596, Power: 10.0, Energy: 2.7816540665096707e-06, DeltaCO2: 1.3212856815920936e-06, TotalCO2: 0.0036788934805324796
Time: 1768290767.154112, Power: 34.99, Energy: 9.753001209762362e-06, DeltaCO2: 4.6326755746371215e-06, TotalCO2: 0.0036835261561071167
Time: 1768290768.156449, Power: 10.0, Energy: 2.784269385867649e-06, DeltaCO2: 1.3225279582871332e-06, TotalCO2: 0.003684848684065404
Time: 1768290769.1602793, Power: 10.0, Energy: 2.788417206870185e-06, DeltaCO2: 1.324498173263338e-06, TotalCO2: 0.0036861731822386674
Time: 1768290770.1621375, Power: 10.0, Energy: 2.7829395400153266e-06, DeltaCO2: 1.3218962815072802e-06, TotalCO2: 0.0036874950785201746
Time: 1768290771.16581, Power: 10.0, Energy: 2.787979443868001e-06, DeltaCO2: 1.3242902358373006e-06, TotalCO2: 0.0036888193687560117
Time: 1768290772.1680884, Power: 10.0, Energy: 2.7841064665052625e-06, DeltaCO2: 1.3224505715899995e-06, TotalCO2: 0.0036901418193276015
Time: 1768290773.1706617, Power: 10.0, Energy: 2.784925699234009e-06, DeltaCO2: 1.3228397071361542e-06, TotalCO2: 0.0036914646590347376
Time: 1768290774.1739767, Power: 10.0, Energy: 2.786986033121745e-06, DeltaCO2: 1.323818365732829e-06, TotalCO2: 0.0036927884774004705
Time: 1768290775.175708, Power: 10.0, Energy: 2.782587210337321e-06, DeltaCO2: 1.3217289249102274e-06, TotalCO2: 0.003694110206325381
Time: 1768290776.1902595, Power: 10.0, Energy: 2.8181983364952935e-06, DeltaCO2: 1.3386442098352644e-06, TotalCO2: 0.003695448850535216
Time: 1768290777.1928234, Power: 10.0, Energy: 2.7848998705546062e-06, DeltaCO2: 1.322827438513438e-06, TotalCO2: 0.0036967716779737294
Time: 1768290778.1942775, Power: 10.0, Energy: 2.7818169858720567e-06, DeltaCO2: 1.3213630682892268e-06, TotalCO2: 0.0036980930410420187
Time: 1768290779.1958013, Power: 10.0, Energy: 2.7820103698306615e-06, DeltaCO2: 1.3214549256695641e-06, TotalCO2: 0.003699414495967688
Time: 1768290780.1975093, Power: 10.0, Energy: 2.782522307501899e-06, DeltaCO2: 1.321698096063402e-06, TotalCO2: 0.0037007361940637517
Time: 1768290781.1997464, Power: 10.0, Energy: 2.7839918931325277e-06, DeltaCO2: 1.3223961492379505e-06, TotalCO2: 0.0037020585902129894
Time: 1768290782.2017982, Power: 45.0, Energy: 1.2525647878646849e-05, DeltaCO2: 5.9496827423572525e-06, TotalCO2: 0.0037080082729553467
Time: 1768290783.2037709, Power: 10.0, Energy: 2.783257431454129e-06, DeltaCO2: 1.3220472799407113e-06, TotalCO2: 0.0037093303202352873
Time: 1768290784.2068672, Power: 10.0, Energy: 2.786378728018867e-06, DeltaCO2: 1.3235298958089616e-06, TotalCO2: 0.003710653850131096
Time: 1768290785.2087138, Power: 10.0, Energy: 2.7829070885976156e-06, DeltaCO2: 1.3218808670838674e-06, TotalCO2: 0.00371197573099818
Time: 1768290786.2104845, Power: 10.0, Energy: 2.7826964855194094e-06, DeltaCO2: 1.3217808306217193e-06, TotalCO2: 0.003713297511828802
Time: 1768290787.213763, Power: 10.0, Energy: 2.7868847052256265e-06, DeltaCO2: 1.3237702349821726e-06, TotalCO2: 0.003714621282063784
Time: 1768290788.2160382, Power: 10.0, Energy: 2.784097856945462e-06, DeltaCO2: 1.3224464820490943e-06, TotalCO2: 0.0037159437285458332
Time: 1768290789.2186098, Power: 10.0, Energy: 2.7849210633171927e-06, DeltaCO2: 1.3228375050756666e-06, TotalCO2: 0.0037172665660509087
Time: 1768290790.2209823, Power: 10.0, Energy: 2.7843680646684434e-06, DeltaCO2: 1.3225748307175106e-06, TotalCO2: 0.0037185891408816263
Time: 1768290791.2225177, Power: 10.0, Energy: 2.782042821248372e-06, DeltaCO2: 1.3214703400929766e-06, TotalCO2: 0.0037199106112217194
Time: 1768290792.2241108, Power: 10.0, Energy: 2.7822030915154353e-06, DeltaCO2: 1.3215464684698318e-06, TotalCO2: 0.003721232157690189
Time: 1768290793.2271914, Power: 10.0, Energy: 2.7863350179460314e-06, DeltaCO2: 1.3235091335243647e-06, TotalCO2: 0.0037225556668237137
Time: 1768290794.2287543, Power: 10.0, Energy: 2.782118982738919e-06, DeltaCO2: 1.3215065168009864e-06, TotalCO2: 0.0037238771733405147
Time: 1768290795.2314672, Power: 10.0, Energy: 2.7853137916988797e-06, DeltaCO2: 1.3230240510569678e-06, TotalCO2: 0.0037252001973915715
Time: 1768290796.2344048, Power: 10.0, Energy: 2.7859376536475287e-06, DeltaCO2: 1.323320385482576e-06, TotalCO2: 0.003726523517777054
Time: 1768290797.2366488, Power: 10.0, Energy: 2.784011099073622e-06, DeltaCO2: 1.3224052720599705e-06, TotalCO2: 0.003727845923049114
Time: 1768290798.2399726, Power: 10.0, Energy: 2.787010537253486e-06, DeltaCO2: 1.3238300051954057e-06, TotalCO2: 0.0037291697530543095
Time: 1768290799.2418563, Power: 10.0, Energy: 2.7830104033152263e-06, DeltaCO2: 1.3219299415747325e-06, TotalCO2: 0.003730491682995884
Time: 1768290800.243439, Power: 10.0, Energy: 2.782173951466878e-06, DeltaCO2: 1.321532626946767e-06, TotalCO2: 0.003731813215622831
Time: 1768290801.2459874, Power: 10.0, Energy: 2.7848568227556018e-06, DeltaCO2: 1.3228069908089108e-06, TotalCO2: 0.00373313602261364
Time: 1768290802.2485187, Power: 38.63, Energy: 1.0757717704110678e-05, DeltaCO2: 5.109915909452571e-06, TotalCO2: 0.0037382459385230924
Time: 1768290803.250859, Power: 10.0, Energy: 2.7842786577012803e-06, DeltaCO2: 1.322532362408108e-06, TotalCO2: 0.0037395684708855007
Time: 1768290804.253706, Power: 10.0, Energy: 2.7856859895918107e-06, DeltaCO2: 1.32320084505611e-06, TotalCO2: 0.0037408916717305567
Time: 1768290805.255899, Power: 10.0, Energy: 2.783869372473823e-06, DeltaCO2: 1.3223379519250658e-06, TotalCO2: 0.0037422140096824816
Time: 1768290806.2581732, Power: 10.0, Energy: 2.7840952078501384e-06, DeltaCO2: 1.3224452237288156e-06, TotalCO2: 0.0037435364549062104
Time: 1768290807.2600384, Power: 10.0, Energy: 2.782958745956421e-06, DeltaCO2: 1.3219054043292998e-06, TotalCO2: 0.00374485836031054
Time: 1768290808.261811, Power: 10.0, Energy: 2.7827017837100557e-06, DeltaCO2: 1.3217833472622764e-06, TotalCO2: 0.0037461801436578022
Time: 1768290809.264557, Power: 10.0, Energy: 2.7854051854875358e-06, DeltaCO2: 1.3230674631065795e-06, TotalCO2: 0.0037475032111209086
Time: 1768290810.2670312, Power: 10.0, Energy: 2.7846508555942113e-06, DeltaCO2: 1.3227091564072503e-06, TotalCO2: 0.003748825920277316
Time: 1768290811.2689276, Power: 10.0, Energy: 2.783045503828261e-06, DeltaCO2: 1.321946614318424e-06, TotalCO2: 0.0037501478668916345
Time: 1768290812.2714975, Power: 10.0, Energy: 2.784916427400377e-06, DeltaCO2: 1.322835303015179e-06, TotalCO2: 0.00375147070219465
Time: 1768290813.2755182, Power: 10.0, Energy: 2.7889463636610243e-06, DeltaCO2: 1.3247495227389865e-06, TotalCO2: 0.003752795451717389
Time: 1768290814.2775602, Power: 10.0, Energy: 2.7834501531389024e-06, DeltaCO2: 1.3221388227409785e-06, TotalCO2: 0.0037541175905401298
Time: 1768290815.2794955, Power: 45.0, Energy: 1.2524190545082092e-05, DeltaCO2: 5.9489905089139934e-06, TotalCO2: 0.003760066581049044
Time: 1768290816.2816308, Power: 10.0, Energy: 2.7837091022067602e-06, DeltaCO2: 1.322261823548211e-06, TotalCO2: 0.003761388842872592
Time: 1768290817.2834203, Power: 10.0, Energy: 2.7827488051520453e-06, DeltaCO2: 1.3218056824472214e-06, TotalCO2: 0.0037627106485550394
Time: 1768290818.2864115, Power: 10.0, Energy: 2.786086665259467e-06, DeltaCO2: 1.323391165998247e-06, TotalCO2: 0.0037640340397210375
Time: 1768290819.288676, Power: 10.0, Energy: 2.784068054623074e-06, DeltaCO2: 1.3224323259459601e-06, TotalCO2: 0.0037653564720469836
Time: 1768290820.2910876, Power: 10.0, Energy: 2.784476677576701e-06, DeltaCO2: 1.322626421848933e-06, TotalCO2: 0.0037666790984688327
Time: 1768290821.2935932, Power: 10.0, Energy: 2.784737613466051e-06, DeltaCO2: 1.3227503663963742e-06, TotalCO2: 0.003768001848835229
Time: 1768290822.2950842, Power: 10.0, Energy: 2.781919638315837e-06, DeltaCO2: 1.3214118282000225e-06, TotalCO2: 0.003769323260663429
Time: 1768290823.2964222, Power: 10.0, Energy: 2.781494458516439e-06, DeltaCO2: 1.3212098677953085e-06, TotalCO2: 0.0037706444705312243
Time: 1768290824.299269, Power: 10.0, Energy: 2.7856853273179797e-06, DeltaCO2: 1.3232005304760403e-06, TotalCO2: 0.0037719676710617003
Time: 1768290825.301095, Power: 10.0, Energy: 2.782850133048164e-06, DeltaCO2: 1.3218538131978778e-06, TotalCO2: 0.0037732895248748983
Time: 1768290826.3062582, Power: 45.0, Energy: 1.2564539909362791e-05, DeltaCO2: 5.968156456947325e-06, TotalCO2: 0.003779257681331846
Time: 1768290827.339192, Power: 10.0, Energy: 2.869260311126709e-06, DeltaCO2: 1.3628986477851866e-06, TotalCO2: 0.003780620579979631
Time: 1768290828.3426204, Power: 27.5, Energy: 7.665078507529366e-06, DeltaCO2: 3.6409122910764485e-06, TotalCO2: 0.0037842614922707074
Time: 1768290829.3443432, Power: 10.0, Energy: 2.782563368479411e-06, DeltaCO2: 1.32171760002772e-06, TotalCO2: 0.0037855832098707353
Time: 1768290830.3479903, Power: 10.0, Energy: 2.787908580568102e-06, DeltaCO2: 1.3242565757698482e-06, TotalCO2: 0.003786907466446505
Time: 1768290831.3501124, Power: 10.0, Energy: 2.783672677146064e-06, DeltaCO2: 1.3222445216443804e-06, TotalCO2: 0.0037882297109681495
Time: 1768290832.3529594, Power: 10.0, Energy: 2.7856859895918107e-06, DeltaCO2: 1.32320084505611e-06, TotalCO2: 0.0037895529118132055
Time: 1768290833.355634, Power: 10.0, Energy: 2.7852071656121152e-06, DeltaCO2: 1.3229734036657546e-06, TotalCO2: 0.003790875885216871
Time: 1768290834.3607705, Power: 10.0, Energy: 2.792045805189345e-06, DeltaCO2: 1.3262217574649389e-06, TotalCO2: 0.0037922021069743362
Time: 1768290835.3630264, Power: 10.0, Energy: 2.784044212765164e-06, DeltaCO2: 1.3224210010634528e-06, TotalCO2: 0.0037935245279754
Time: 1768290836.3674839, Power: 10.0, Energy: 2.7901596493191193e-06, DeltaCO2: 1.3253258334265815e-06, TotalCO2: 0.0037948498538088265
Time: 1768290837.3703387, Power: 10.0, Energy: 2.7857078446282278e-06, DeltaCO2: 1.323211226198408e-06, TotalCO2: 0.003796173065035025
Time: 1768290838.3746803, Power: 10.0, Energy: 2.789837784237332e-06, DeltaCO2: 1.3251729475127326e-06, TotalCO2: 0.0037974982379825376
Time: 1768290839.3809912, Power: 10.0, Energy: 2.7953081660800513e-06, DeltaCO2: 1.3277713788880242e-06, TotalCO2: 0.0037988260093614256
Time: 1768290840.388504, Power: 10.0, Energy: 2.798646688461304e-06, DeltaCO2: 1.3293571770191194e-06, TotalCO2: 0.003800155366538445
Time: 1768290841.3904865, Power: 10.0, Energy: 2.7832845846811933e-06, DeltaCO2: 1.3220601777235668e-06, TotalCO2: 0.0038014774267161686
Time: 1768290842.3938522, Power: 10.0, Energy: 2.7871270974477136e-06, DeltaCO2: 1.323885371287664e-06, TotalCO2: 0.0038028013120874563
