Time: 1768248974.3003762, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768286487.2550333, Power: 10.0, Energy: 2.7877204948001438e-06, DeltaCO2: 1.3241672350300682e-06, TotalCO2: 0.000213837129338781
Time: 1768286488.257681, Power: 10.0, Energy: 2.78513232866923e-06, DeltaCO2: 1.322937856117884e-06, TotalCO2: 0.0002151600671948989
Time: 1768286489.260874, Power: 10.0, Energy: 2.7866476111941867e-06, DeltaCO2: 1.3236576153172386e-06, TotalCO2: 0.00021648372481021614
Time: 1768286490.2645404, Power: 10.0, Energy: 2.7879622247483998e-06, DeltaCO2: 1.3242820567554897e-06, TotalCO2: 0.00021780800686697162
Time: 1768286491.2703025, Power: 45.0, Energy: 1.2572026252746582e-05, DeltaCO2: 5.971712470054626e-06, TotalCO2: 0.00022377971933702624
Time: 1768286492.3054285, Power: 10.0, Energy: 2.8753499190012614e-06, DeltaCO2: 1.365791211525599e-06, TotalCO2: 0.00022514551054855184
Time: 1768286493.3088725, Power: 10.0, Energy: 2.787344323264228e-06, DeltaCO2: 1.3239885535505083e-06, TotalCO2: 0.00022646949910210234
Time: 1768286494.3109977, Power: 33.34, Energy: 9.280793409877353e-06, DeltaCO2: 4.408376869691742e-06, TotalCO2: 0.0002308778759717941
Time: 1768286495.313684, Power: 10.0, Energy: 2.785239617029826e-06, DeltaCO2: 1.3229888180891671e-06, TotalCO2: 0.00023220086478988326
Time: 1768286496.3158214, Power: 10.0, Energy: 2.7837150626712375e-06, DeltaCO2: 1.3222646547688378e-06, TotalCO2: 0.0002335231294446521
Time: 1768286497.3186967, Power: 10.0, Energy: 2.78576480017768e-06, DeltaCO2: 1.3232382800843978e-06, TotalCO2: 0.0002348463677247365
Time: 1768286498.3218944, Power: 10.0, Energy: 2.7866601943969727e-06, DeltaCO2: 1.323663592338562e-06, TotalCO2: 0.00023617003131707506
Time: 1768286499.3247588, Power: 10.0, Energy: 2.7857343355814614e-06, DeltaCO2: 1.3232238094011942e-06, TotalCO2: 0.00023749325512647626
Time: 1768286500.328314, Power: 10.0, Energy: 2.787653605143229e-06, DeltaCO2: 1.3241354624430339e-06, TotalCO2: 0.00023881739058891928
Time: 1768286501.331862, Power: 10.0, Energy: 2.7876330746544733e-06, DeltaCO2: 1.3241257104608747e-06, TotalCO2: 0.00024014151629938015
Time: 1768286502.335114, Power: 10.0, Energy: 2.7868111928304032e-06, DeltaCO2: 1.3237353165944415e-06, TotalCO2: 0.0002414652516159746
Time: 1768286503.3400412, Power: 10.0, Energy: 2.7914643287658695e-06, DeltaCO2: 1.325945556163788e-06, TotalCO2: 0.00024279119717213838
Time: 1768286504.3434129, Power: 10.0, Energy: 2.787143654293484e-06, DeltaCO2: 1.3238932357894047e-06, TotalCO2: 0.0002441150904079278
Time: 1768286505.349118, Power: 10.0, Energy: 2.7936253282758924e-06, DeltaCO2: 1.3269720309310488e-06, TotalCO2: 0.00024544206243885884
Time: 1768286506.3522503, Power: 10.0, Energy: 2.7864787313673234e-06, DeltaCO2: 1.3235773973994785e-06, TotalCO2: 0.00024676563983625833
Time: 1768286507.357955, Power: 33.34, Energy: 9.313942428429921e-06, DeltaCO2: 4.424122653504212e-06, TotalCO2: 0.00025118976248976254
Time: 1768286508.3611162, Power: 10.0, Energy: 2.786558866500854e-06, DeltaCO2: 1.3236154615879057e-06, TotalCO2: 0.00025251337795135045
Time: 1768286509.3647308, Power: 10.0, Energy: 2.7878185113271077e-06, DeltaCO2: 1.3242137928803762e-06, TotalCO2: 0.00025383759174423085
Time: 1768286510.3659606, Power: 10.0, Energy: 2.7811937861972387e-06, DeltaCO2: 1.3210670484436884e-06, TotalCO2: 0.00025515865879267456
Time: 1768286511.3677013, Power: 10.0, Energy: 2.7826130390167236e-06, DeltaCO2: 1.3217411935329436e-06, TotalCO2: 0.0002564803999862075
Time: 1768286512.3718996, Power: 45.0, Energy: 1.2552478909492493e-05, DeltaCO2: 5.962427482008934e-06, TotalCO2: 0.00026244282746821644
Time: 1768286513.3899436, Power: 10.0, Energy: 2.8278999858432343e-06, DeltaCO2: 1.3432524932755363e-06, TotalCO2: 0.000263786079961492
Time: 1768286514.3928576, Power: 10.0, Energy: 2.7858720885382757e-06, DeltaCO2: 1.3232892420556808e-06, TotalCO2: 0.00026510936920354764
Time: 1768286515.3957431, Power: 10.0, Energy: 2.785793277952406e-06, DeltaCO2: 1.323251807027393e-06, TotalCO2: 0.00026643262101057504
Time: 1768286516.3986142, Power: 10.0, Energy: 2.7857528792487252e-06, DeltaCO2: 1.3232326176431444e-06, TotalCO2: 0.0002677558536282182
Time: 1768286517.401823, Power: 10.0, Energy: 2.786691321267022e-06, DeltaCO2: 1.3236783776018355e-06, TotalCO2: 0.00026907953200582
Time: 1768286518.405926, Power: 10.0, Energy: 2.7891748481326637e-06, DeltaCO2: 1.3248580528630153e-06, TotalCO2: 0.000270404390058683
Time: 1768286519.408595, Power: 10.0, Energy: 2.7851919333140056e-06, DeltaCO2: 1.3229661683241527e-06, TotalCO2: 0.0002717273562270072
Time: 1768286520.4118629, Power: 10.0, Energy: 2.786854902903239e-06, DeltaCO2: 1.3237560788790386e-06, TotalCO2: 0.00027305111230588623
Time: 1768286521.415438, Power: 10.0, Energy: 2.787708573871189e-06, DeltaCO2: 1.3241615725888149e-06, TotalCO2: 0.00027437527387847506
Time: 1768286522.4186034, Power: 10.0, Energy: 2.7865707874298097e-06, DeltaCO2: 1.3236211240291596e-06, TotalCO2: 0.00027569889500250424
Time: 1768286523.421634, Power: 10.0, Energy: 2.786195940441555e-06, DeltaCO2: 1.3234430717097386e-06, TotalCO2: 0.000277022338074214
Time: 1768286524.423997, Power: 10.0, Energy: 2.78434157371521e-06, DeltaCO2: 1.3225622475147248e-06, TotalCO2: 0.0002783449003217287
Time: 1768286525.4257858, Power: 10.0, Energy: 2.782746818330553e-06, DeltaCO2: 1.3218047387070127e-06, TotalCO2: 0.00027966670506043574
Time: 1768286526.4282732, Power: 10.0, Energy: 2.7846872806549075e-06, DeltaCO2: 1.322726458311081e-06, TotalCO2: 0.00028098943151874683
Time: 1768286527.4315698, Power: 10.0, Energy: 2.7869350380367708e-06, DeltaCO2: 1.3237941430674661e-06, TotalCO2: 0.0002823132256618143
Time: 1768286528.4348533, Power: 10.0, Energy: 2.7868986129760746e-06, DeltaCO2: 1.3237768411636354e-06, TotalCO2: 0.0002836370025029779
Time: 1768286529.4376237, Power: 10.0, Energy: 2.785473399692112e-06, DeltaCO2: 1.3230998648537531e-06, TotalCO2: 0.00028496010236783167
Time: 1768286530.4405065, Power: 10.0, Energy: 2.785785330666436e-06, DeltaCO2: 1.323248032066557e-06, TotalCO2: 0.00028628335039989825
Time: 1768286531.443868, Power: 10.0, Energy: 2.787115176518758e-06, DeltaCO2: 1.32387970884641e-06, TotalCO2: 0.00028760723010874467
Time: 1768286532.4467287, Power: 10.0, Energy: 2.785724401473999e-06, DeltaCO2: 1.3232190907001495e-06, TotalCO2: 0.0002889304491994448
Time: 1768286533.4504373, Power: 10.0, Energy: 2.788079447216458e-06, DeltaCO2: 1.3243377374278175e-06, TotalCO2: 0.00029025478693687264
Time: 1768286534.4536517, Power: 10.0, Energy: 2.786706553565131e-06, DeltaCO2: 1.3236856129434372e-06, TotalCO2: 0.0002915784725498161
Time: 1768286535.4569693, Power: 10.0, Energy: 2.786993318133884e-06, DeltaCO2: 1.3238218261135949e-06, TotalCO2: 0.00029290229437592966
Time: 1768286536.4601216, Power: 10.0, Energy: 2.7865343623691135e-06, DeltaCO2: 1.323603822125329e-06, TotalCO2: 0.000294225898198055
Time: 1768286537.4695742, Power: 10.0, Energy: 2.804034948348999e-06, DeltaCO2: 1.3319166004657745e-06, TotalCO2: 0.00029555781479852076
Time: 1768286538.473492, Power: 10.0, Energy: 2.7886602613661027e-06, DeltaCO2: 1.3246136241488987e-06, TotalCO2: 0.0002968824284226697
Time: 1768286539.4760952, Power: 10.0, Energy: 2.7850091457366947e-06, DeltaCO2: 1.32287934422493e-06, TotalCO2: 0.0002982053077668946
Time: 1768286540.4779704, Power: 10.0, Energy: 2.782986561457316e-06, DeltaCO2: 1.3219186166922252e-06, TotalCO2: 0.00029952722638358685
Time: 1768286541.4804254, Power: 10.0, Energy: 2.7845972114139134e-06, DeltaCO2: 1.3226836754216088e-06, TotalCO2: 0.00030084991005900846
Time: 1768286542.4834166, Power: 10.0, Energy: 2.786086665259467e-06, DeltaCO2: 1.323391165998247e-06, TotalCO2: 0.0003021733012250067
Time: 1768286543.4870486, Power: 10.0, Energy: 2.7878668573167585e-06, DeltaCO2: 1.3242367572254603e-06, TotalCO2: 0.0003034975379822322
Time: 1768286544.4904764, Power: 10.0, Energy: 2.787299288643731e-06, DeltaCO2: 1.3239671621057722e-06, TotalCO2: 0.00030482150514433797
Time: 1768286545.4938133, Power: 10.0, Energy: 2.787046962314182e-06, DeltaCO2: 1.3238473070992364e-06, TotalCO2: 0.0003061453524514372
Time: 1768286546.4971142, Power: 10.0, Energy: 2.7869469589657254e-06, DeltaCO2: 1.3237998055087195e-06, TotalCO2: 0.0003074691522569459
Time: 1768286547.5007937, Power: 10.0, Energy: 2.787998649809096e-06, DeltaCO2: 1.3242993586593205e-06, TotalCO2: 0.00030879345161560523
Time: 1768286548.504113, Power: 10.0, Energy: 2.7869979540506997e-06, DeltaCO2: 1.3238240281740823e-06, TotalCO2: 0.00031011727564377934
Time: 1768286549.5075011, Power: 10.0, Energy: 2.787189351187812e-06, DeltaCO2: 1.3239149418142107e-06, TotalCO2: 0.00031144119058559356
Time: 1768286550.5107596, Power: 10.0, Energy: 2.7868290742238365e-06, DeltaCO2: 1.3237438102563224e-06, TotalCO2: 0.0003127649343958499
Time: 1768286551.5136886, Power: 45.0, Energy: 1.2536612153053283e-05, DeltaCO2: 5.9548907727003086e-06, TotalCO2: 0.0003187198251685502
Time: 1768286552.5179753, Power: 10.0, Energy: 2.7896854612562396e-06, DeltaCO2: 1.3251005940967137e-06, TotalCO2: 0.00032004492576264695
Time: 1768286553.520862, Power: 10.0, Energy: 2.7857965893215603e-06, DeltaCO2: 1.323253379927741e-06, TotalCO2: 0.0003213681791425747
Time: 1768286554.5250373, Power: 10.0, Energy: 2.789375517103407e-06, DeltaCO2: 1.3249533706241183e-06, TotalCO2: 0.0003226931325131988
Time: 1768286555.5278592, Power: 10.0, Energy: 2.7856164508395725e-06, DeltaCO2: 1.3231678141487968e-06, TotalCO2: 0.0003240163003273476
Time: 1768286556.5296884, Power: 39.16, Energy: 1.0897674836052786e-05, DeltaCO2: 5.176395547125073e-06, TotalCO2: 0.0003291926958744727
Time: 1768286557.53354, Power: 10.0, Energy: 2.7884768115149604e-06, DeltaCO2: 1.324526485469606e-06, TotalCO2: 0.0003305172223599423
Time: 1768286558.5369692, Power: 10.0, Energy: 2.787303262286716e-06, DeltaCO2: 1.3239690495861902e-06, TotalCO2: 0.0003318411914095285
Time: 1768286559.5402741, Power: 10.0, Energy: 2.7869582176208494e-06, DeltaCO2: 1.3238051533699034e-06, TotalCO2: 0.0003331649965628984
Time: 1768286560.5445242, Power: 10.0, Energy: 2.78958347108629e-06, DeltaCO2: 1.3250521487659877e-06, TotalCO2: 0.00033449004871166437
Time: 1768286561.547876, Power: 10.0, Energy: 2.787088023291694e-06, DeltaCO2: 1.3238668110635545e-06, TotalCO2: 0.0003358139155227279
Time: 1768286562.5509198, Power: 10.0, Energy: 2.7862330277760827e-06, DeltaCO2: 1.3234606881936392e-06, TotalCO2: 0.00033713737621092157
Time: 1768286563.5542333, Power: 10.0, Energy: 2.7869820594787595e-06, DeltaCO2: 1.3238164782524107e-06, TotalCO2: 0.000338461192689174
Time: 1768286564.5580041, Power: 10.0, Energy: 2.7882523006863066e-06, DeltaCO2: 1.3244198428259956e-06, TotalCO2: 0.000339785612532
Time: 1768286565.5612593, Power: 10.0, Energy: 2.7868198023902046e-06, DeltaCO2: 1.3237394061353471e-06, TotalCO2: 0.00034110935193813535
Time: 1768286566.5671048, Power: 10.0, Energy: 2.7940154075622557e-06, DeltaCO2: 1.3271573185920715e-06, TotalCO2: 0.00034243650925672744
Time: 1768286567.5707588, Power: 10.0, Energy: 2.787927786509196e-06, DeltaCO2: 1.3242656985918681e-06, TotalCO2: 0.0003437607749553193
Time: 1768286568.5744581, Power: 10.0, Energy: 2.788053618537055e-06, DeltaCO2: 1.324325468805101e-06, TotalCO2: 0.0003450851004241244
Time: 1768286569.578174, Power: 10.0, Energy: 2.7880999777052136e-06, DeltaCO2: 1.3243474894099764e-06, TotalCO2: 0.0003464094479135344
Time: 1768286570.5806646, Power: 10.0, Energy: 2.784695890214708e-06, DeltaCO2: 1.3227305478519862e-06, TotalCO2: 0.00034773217846138636
Time: 1768286571.582864, Power: 10.0, Energy: 2.7838872538672554e-06, DeltaCO2: 1.3223464455869462e-06, TotalCO2: 0.0003490545249069733
Time: 1768286572.5872335, Power: 10.0, Energy: 2.78991527027554e-06, DeltaCO2: 1.3252097533808814e-06, TotalCO2: 0.0003503797346603542
Time: 1768286573.5906284, Power: 10.0, Energy: 2.7872078948550758e-06, DeltaCO2: 1.323923750056161e-06, TotalCO2: 0.00035170365841041037
Time: 1768286574.5935054, Power: 10.0, Energy: 2.785769436094496e-06, DeltaCO2: 1.3232404821448856e-06, TotalCO2: 0.00035302689889255527
Time: 1768286575.5966058, Power: 10.0, Energy: 2.786389986673991e-06, DeltaCO2: 1.3235352436701455e-06, TotalCO2: 0.0003543504341362254
Time: 1768286576.5994477, Power: 10.0, Energy: 2.785672081841363e-06, DeltaCO2: 1.3231942388746474e-06, TotalCO2: 0.0003556736283751001
Time: 1768286577.6034737, Power: 10.0, Energy: 2.788960933685303e-06, DeltaCO2: 1.3247564435005188e-06, TotalCO2: 0.0003569983848186006
Time: 1768286578.6079826, Power: 39.16, Energy: 1.0926825375027124e-05, DeltaCO2: 5.190242053137884e-06, TotalCO2: 0.0003621886268717385
Time: 1768286579.6111522, Power: 10.0, Energy: 2.7865820460849337e-06, DeltaCO2: 1.3236264718903436e-06, TotalCO2: 0.0003635122533436288
Time: 1768286580.6149757, Power: 10.0, Energy: 2.7883986632029218e-06, DeltaCO2: 1.3244893650213878e-06, TotalCO2: 0.0003648367427086502
Time: 1768286581.6177745, Power: 10.0, Energy: 2.785552210277981e-06, DeltaCO2: 1.323137299882041e-06, TotalCO2: 0.00036615988000853226
Time: 1768286582.6212752, Power: 45.0, Energy: 1.2543758749961852e-05, DeltaCO2: 5.9582854062318795e-06, TotalCO2: 0.00037211816541476414
Time: 1768286583.643459, Power: 10.0, Energy: 2.8393997086419003e-06, DeltaCO2: 1.3487148616049026e-06, TotalCO2: 0.00037346688027636903
Time: 1768286584.6449742, Power: 10.0, Energy: 2.7819865279727514e-06, DeltaCO2: 1.3214436007870568e-06, TotalCO2: 0.0003747883238771561
Time: 1768286585.6472528, Power: 10.0, Energy: 2.7841071287790935e-06, DeltaCO2: 1.3224508861700694e-06, TotalCO2: 0.00037611077476332617
Time: 1768286586.648866, Power: 10.0, Energy: 2.782258722517226e-06, DeltaCO2: 1.3215728931956822e-06, TotalCO2: 0.00037743234765652187
Time: 1768286587.653146, Power: 10.0, Energy: 2.789666917588976e-06, DeltaCO2: 1.3250917858547634e-06, TotalCO2: 0.00037875743944237666
Time: 1768286588.6561358, Power: 10.0, Energy: 2.7860826916164823e-06, DeltaCO2: 1.3233892785178291e-06, TotalCO2: 0.0003800808287208945
Time: 1768286589.6605659, Power: 10.0, Energy: 2.790083487828573e-06, DeltaCO2: 1.325289656718572e-06, TotalCO2: 0.0003814061183776131
Time: 1768286590.6634374, Power: 10.0, Energy: 2.785754203796387e-06, DeltaCO2: 1.3232332468032837e-06, TotalCO2: 0.0003827293516244164
Time: 1768286591.667481, Power: 45.0, Energy: 1.2550544738769533e-05, DeltaCO2: 5.961508750915528e-06, TotalCO2: 0.0003886908603753319
Time: 1768286592.6777987, Power: 10.0, Energy: 2.806438340081109e-06, DeltaCO2: 1.3330582115385267e-06, TotalCO2: 0.00039002391858687044
Time: 1768286593.682568, Power: 45.0, Energy: 1.2559616565704345e-05, DeltaCO2: 5.9658178687095635e-06, TotalCO2: 0.00039598973645558
Time: 1768286594.6939387, Power: 10.0, Energy: 2.8093629413180883e-06, DeltaCO2: 1.3344473971260918e-06, TotalCO2: 0.0003973241838527061
Time: 1768286595.6991134, Power: 45.0, Energy: 1.2564682960510252e-05, DeltaCO2: 5.96822440624237e-06, TotalCO2: 0.0004032924082589485
Time: 1768286596.7144344, Power: 45.0, Energy: 1.2691512703895568e-05, DeltaCO2: 6.028468534350395e-06, TotalCO2: 0.0004093208767932989
Time: 1768286597.7465374, Power: 45.0, Energy: 1.2901288270950317e-05, DeltaCO2: 6.128111928701401e-06, TotalCO2: 0.0004154489887220003
Time: 1768286598.7524836, Power: 10.0, Energy: 2.794294887118869e-06, DeltaCO2: 1.3272900713814628e-06, TotalCO2: 0.00041677627879338177
Time: 1768286599.7558143, Power: 10.0, Energy: 2.7870297431945797e-06, DeltaCO2: 1.3238391280174254e-06, TotalCO2: 0.0004181001179213992
Time: 1768286600.7731183, Power: 45.0, Energy: 1.2716299295425413e-05, DeltaCO2: 6.040242165327071e-06, TotalCO2: 0.00042414036008672627
Time: 1768286601.8227115, Power: 10.0, Energy: 2.9155366950564917e-06, DeltaCO2: 1.3848799301518335e-06, TotalCO2: 0.0004255252400168781
Time: 1768286602.8282104, Power: 10.0, Energy: 2.793052461412218e-06, DeltaCO2: 1.3266999191708035e-06, TotalCO2: 0.0004268519399360489
Time: 1768286603.834973, Power: 10.0, Energy: 2.7965631749894883e-06, DeltaCO2: 1.328367508120007e-06, TotalCO2: 0.00042818030744416893
Time: 1768286604.8401446, Power: 10.0, Energy: 2.7921431594424776e-06, DeltaCO2: 1.3262680007351768e-06, TotalCO2: 0.0004295065754449041
Time: 1768286605.8445716, Power: 10.0, Energy: 2.7900748782687715e-06, DeltaCO2: 1.3252855671776663e-06, TotalCO2: 0.00043083186101208174
Time: 1768286606.848859, Power: 10.0, Energy: 2.7896874480777317e-06, DeltaCO2: 1.3251015378369225e-06, TotalCO2: 0.0004321569625499187
Time: 1768286607.8541882, Power: 10.0, Energy: 2.7925809224446616e-06, DeltaCO2: 1.3264759381612142e-06, TotalCO2: 0.0004334834384880799
Time: 1768286608.8609211, Power: 10.0, Energy: 2.7964803907606335e-06, DeltaCO2: 1.3283281856113008e-06, TotalCO2: 0.00043481176667369123
Time: 1768286609.8743956, Power: 10.0, Energy: 2.8152068456013997e-06, DeltaCO2: 1.3372232516606648e-06, TotalCO2: 0.0004361489899253519
Time: 1768286610.878259, Power: 10.0, Energy: 2.7885092629326718e-06, DeltaCO2: 1.324541899893019e-06, TotalCO2: 0.00043747353182524494
Time: 1768286611.8826132, Power: 10.0, Energy: 2.7898728847503662e-06, DeltaCO2: 1.3251896202564238e-06, TotalCO2: 0.0004387987214455014
Time: 1768286612.8885767, Power: 33.34, Energy: 9.316340339183809e-06, DeltaCO2: 4.425261661112309e-06, TotalCO2: 0.0004432239831066137
Time: 1768286613.8923457, Power: 10.0, Energy: 2.78824700249566e-06, DeltaCO2: 1.3244173261854383e-06, TotalCO2: 0.00044454840043279913
Time: 1768286614.8961174, Power: 10.0, Energy: 2.7882549497816297e-06, DeltaCO2: 1.324421101146274e-06, TotalCO2: 0.0004458728215339454
Time: 1768286615.9092298, Power: 10.0, Energy: 2.8142008516523576e-06, DeltaCO2: 1.3367454045348698e-06, TotalCO2: 0.00044720956693848027
Time: 1768286616.9233305, Power: 10.0, Energy: 2.8169466389550107e-06, DeltaCO2: 1.33804965350363e-06, TotalCO2: 0.0004485476165919839
Time: 1768286617.9333038, Power: 10.0, Energy: 2.8054813543955487e-06, DeltaCO2: 1.3326036433378856e-06, TotalCO2: 0.0004498802202353218
Time: 1768286618.9384284, Power: 10.0, Energy: 2.792012691497803e-06, DeltaCO2: 1.3262060284614563e-06, TotalCO2: 0.0004512064262637832
Time: 1768286619.9458017, Power: 10.0, Energy: 2.7982592582702634e-06, DeltaCO2: 1.3291731476783752e-06, TotalCO2: 0.0004525355994114616
Time: 1768286620.9575567, Power: 45.0, Energy: 1.2646937370300292e-05, DeltaCO2: 6.0072952508926385e-06, TotalCO2: 0.0004585428946623542
Time: 1768286621.9902377, Power: 10.0, Energy: 2.8685583008660208e-06, DeltaCO2: 1.3625651929113598e-06, TotalCO2: 0.0004599054598552656
Time: 1768286622.99397, Power: 10.0, Energy: 2.7881450123257107e-06, DeltaCO2: 1.3243688808547125e-06, TotalCO2: 0.0004612298287361203
Time: 1768286623.9979296, Power: 10.0, Energy: 2.7887768215603296e-06, DeltaCO2: 1.3246689902411566e-06, TotalCO2: 0.0004625544977263615
Time: 1768286625.0016198, Power: 10.0, Energy: 2.7880284521314833e-06, DeltaCO2: 1.3243135147624545e-06, TotalCO2: 0.00046387881124112395
Time: 1768286626.0054004, Power: 10.0, Energy: 2.788279453913371e-06, DeltaCO2: 1.324432740608851e-06, TotalCO2: 0.0004652032439817328
Time: 1768286627.008926, Power: 10.0, Energy: 2.787570820914375e-06, DeltaCO2: 1.324096139934328e-06, TotalCO2: 0.0004665273401216671
Time: 1768286627.7307196, Power: 10.0, Energy: 0.0, DeltaCO2: 0.0, TotalCO2: 0.0
Time: 1768286628.0124638, Power: 10.0, Energy: 2.787605259153578e-06, DeltaCO2: 1.3241124980979496e-06, TotalCO2: 0.00046785145261976505
Time: 1768286629.0162432, Power: 10.0, Energy: 2.7882761425442167e-06, DeltaCO2: 1.3244311677085029e-06, TotalCO2: 0.00046917588378747355
Time: 1768286630.020553, Power: 10.0, Energy: 2.7897497018178306e-06, DeltaCO2: 1.3251311083634695e-06, TotalCO2: 0.000470501014895837
Time: 1768286631.0251248, Power: 10.0, Energy: 2.7904768784840903e-06, DeltaCO2: 1.3254765172799428e-06, TotalCO2: 0.00047182649141311696
Time: 1768286632.031553, Power: 10.0, Energy: 2.7956340048048233e-06, DeltaCO2: 1.327926152282291e-06, TotalCO2: 0.00047315441756539924
Time: 1768286633.0366004, Power: 10.0, Energy: 2.7917981147766113e-06, DeltaCO2: 1.3261041045188902e-06, TotalCO2: 0.00047448052166991814
Time: 1768286634.0400379, Power: 10.0, Energy: 2.7873264418707957e-06, DeltaCO2: 1.323980059888628e-06, TotalCO2: 0.00047580450172980676
Time: 1768286635.0424776, Power: 10.0, Energy: 2.7845548258887395e-06, DeltaCO2: 1.3226635422971512e-06, TotalCO2: 0.00047712716527210393
Time: 1768286636.0457833, Power: 10.0, Energy: 2.786960204442342e-06, DeltaCO2: 1.3238060971101123e-06, TotalCO2: 0.00047845097136921407
Time: 1768286637.0497293, Power: 10.0, Energy: 2.7887390719519723e-06, DeltaCO2: 1.3246510591771868e-06, TotalCO2: 0.00047977562242839126
Time: 1768286638.0550275, Power: 10.0, Energy: 2.7924948268466527e-06, DeltaCO2: 1.32643504275216e-06, TotalCO2: 0.0004811020574711434
